Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-02-22,OFSS,EQ,3049.35,3074.0,3132.2,2931.05,2992.0,2971.9,3049.39,158730,48403042310000.0,15064,114918,0.7240000000000001
2021-02-23,OFSS,EQ,2971.9,3004.9,3023.4,2980.45,3010.0,3006.3,3001.5,27359,8211815600000.0,3601,15530,0.5676
2021-02-24,OFSS,EQ,3006.3,3036.5,3048.7,2995.0,3040.0,3037.6,3016.96,17567,5299891975000.0,2940,11050,0.629
2021-02-25,OFSS,EQ,3037.6,3050.75,3150.0,3005.1,3020.0,3018.95,3041.51,134862,41018372630000.0,9111,102279,0.7584000000000001
2021-02-26,OFSS,EQ,3018.95,3005.5,3058.0,2982.15,3033.0,3043.6,3014.1,37277,11235656335000.0,5524,21794,0.5847
