Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-02-22,BOSCHLTD,EQ,15581.45,15639.85,15639.85,14817.0,14840.0,14928.6,15087.12,82348,124239447740000.02,22891,18290,0.22210000000000002
2021-02-23,BOSCHLTD,EQ,14928.6,14940.0,15098.0,14652.15,14790.0,14742.6,14849.78,56624,84085396705000.0,13164,13338,0.2356
2021-02-24,BOSCHLTD,EQ,14742.6,15198.0,15554.95,14767.9,14902.0,14966.0,15126.59,77159,116715257459999.98,18056,14196,0.184
2021-02-25,BOSCHLTD,EQ,14966.0,15080.0,15287.0,14920.0,15065.0,15109.05,15087.51,86192,130042297055000.0,18613,15165,0.1759
2021-02-26,BOSCHLTD,EQ,15109.05,14900.0,15039.45,14353.6,14905.0,14854.9,14830.34,59346,88012118505000.0,14299,11761,0.19820000000000002
