Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-02-22,ICICIBANK,EQ,624.05,622.0,629.3,607.3,608.95,609.85,615.13,27092321,1666526572295000.0,257181,15037028,0.555
2021-02-23,ICICIBANK,EQ,609.85,614.75,623.05,609.05,614.05,616.3,615.87,23534585,1449419306705000.0,250608,11621663,0.4938
2021-02-24,ICICIBANK,EQ,616.3,615.1,645.0,615.1,640.0,641.1,627.97,17762047,1115411388265000.0,178082,6728252,0.3788
2021-02-25,ICICIBANK,EQ,641.1,642.7,648.4,626.3,629.0,628.0,636.34,38571809,2454474528965000.0,389701,16354151,0.424
2021-02-26,ICICIBANK,EQ,628.0,615.0,615.0,590.9,597.25,597.75,599.8,57349273,3439783846244999.5,590244,25874100,0.4512
