Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-02-22,HDFCAMC,EQ,2934.25,2930.1,2957.55,2855.0,2857.2,2869.05,2894.22,151270,43780832375000.0,18655,79370,0.5246999999999999
2021-02-23,HDFCAMC,EQ,2869.05,2887.6,2929.95,2864.05,2883.85,2882.8,2891.35,145368,42030993195000.0,21030,64884,0.44630000000000003
2021-02-24,HDFCAMC,EQ,2882.8,2915.35,2959.95,2915.35,2920.1,2925.85,2942.4,175465,51628844760000.0,17629,86863,0.495
2021-02-25,HDFCAMC,EQ,2925.85,2930.0,2965.0,2930.0,2964.7,2951.95,2947.35,253631,74753900910000.0,15293,128782,0.5078
2021-02-26,HDFCAMC,EQ,2951.95,2925.0,2985.0,2896.05,2915.05,2937.0,2941.15,345400,101587156975000.0,24365,159097,0.4606
